seq_type	feature	class	product_accession	name	symbol	locus_tag	symbol_old	locus_tag_old	symbol_renamed	locus_tag_a	final_gene_name
chromosome	CDS	with_protein	WHS51610.1	3-hydroxybutyrate dehydrogenase		QLH64-14615		QLH64_14615	FALSE	QLH64-14615	QLH64-14615
chromosome	CDS	with_protein	WHS51611.1	acetoacetate--CoA ligase		QLH64-14620		QLH64_14620	FALSE	QLH64-14620	QLH64-14620
chromosome	CDS	with_protein	WHS51612.1	PilT/PilU family type 4a pilus ATPase		QLH64-14625		QLH64_14625	FALSE	QLH64-14625	QLH64-14625
chromosome	CDS	with_protein	WHS51613.1	PAS domain-containing protein		QLH64-14630		QLH64_14630	FALSE	QLH64-14630	QLH64-14630
chromosome	CDS	with_protein	WHS51614.1	peptidylprolyl isomerase		QLH64-14635		QLH64_14635	FALSE	QLH64-14635	QLH64-14635
chromosome	CDS	with_protein	WHS51615.1	sugar kinase		QLH64-14640		QLH64_14640	FALSE	QLH64-14640	QLH64-14640
chromosome	CDS	with_protein	WHS51616.1	amino acid deaminase		QLH64-14645		QLH64_14645	FALSE	QLH64-14645	QLH64-14645
chromosome	CDS	with_protein	WHS51617.1	IclR family transcriptional regulator		QLH64-14650		QLH64_14650	FALSE	QLH64-14650	QLH64-14650
chromosome	CDS	with_protein	WHS51618.1	RidA family protein		QLH64-14655		QLH64_14655	FALSE	QLH64-14655	QLH64-14655
chromosome	CDS	with_protein	WHS51619.1	amino acid ABC transporter ATP-binding protein		QLH64-14660		QLH64_14660	FALSE	QLH64-14660	QLH64-14660
chromosome	CDS	with_protein	WHS51620.1	amino acid ABC transporter permease		QLH64-14665		QLH64_14665	FALSE	QLH64-14665	QLH64-14665
chromosome	CDS	with_protein	WHS51621.1	amino acid ABC transporter permease		QLH64-14670		QLH64_14670	FALSE	QLH64-14670	QLH64-14670
chromosome	CDS	with_protein	WHS51622.1	transporter substrate-binding domain-containing protein		QLH64-14675		QLH64_14675	FALSE	QLH64-14675	QLH64-14675
chromosome	CDS	with_protein	WHS51623.1	hypothetical protein		QLH64-14680		QLH64_14680	FALSE	QLH64-14680	QLH64-14680
chromosome	CDS	with_protein	WHS51624.1	phospholipase D-like domain-containing protein		QLH64-14685		QLH64_14685	FALSE	QLH64-14685	QLH64-14685
chromosome	CDS	with_protein	WHS57205.1	VWA domain-containing protein		QLH64-14690		QLH64_14690	FALSE	QLH64-14690	QLH64-14690
chromosome	CDS	with_protein	WHS51625.1	AAA family ATPase		QLH64-14695		QLH64_14695	FALSE	QLH64-14695	QLH64-14695
chromosome	CDS	with_protein	WHS51626.1	cobaltochelatase subunit CobN	cobN	QLH64-14700	cobN	QLH64_14700	FALSE	QLH64-14700	cobN
chromosome	CDS	with_protein	WHS51627.1	cobalamin biosynthesis protein CobW	cobW	QLH64-14705	cobW	QLH64_14705	FALSE	QLH64-14705	cobW
chromosome	CDS	with_protein	WHS51628.1	CbtB-domain containing protein		QLH64-14710		QLH64_14710	FALSE	QLH64-14710	QLH64-14710
chromosome	CDS	with_protein	WHS51629.1	CbtA family protein		QLH64-14715		QLH64_14715	FALSE	QLH64-14715	QLH64-14715
chromosome	CDS	with_protein	WHS51630.1	cobalamin biosynthesis protein		QLH64-14720		QLH64_14720	FALSE	QLH64-14720	QLH64-14720
chromosome	CDS	with_protein	WHS51631.1	precorrin-4 C(11)-methyltransferase	cobM	QLH64-14725	cobM	QLH64_14725	FALSE	QLH64-14725	cobM
chromosome	CDS	with_protein	WHS51632.1	Fe-S biogenesis protein NfuA	nfuA	QLH64-14730	nfuA	QLH64_14730	FALSE	QLH64-14730	nfuA
chromosome	CDS	with_protein	WHS51633.1	fatty acid cis/trans isomerase		QLH64-14735		QLH64_14735	FALSE	QLH64-14735	QLH64-14735
chromosome	CDS	with_protein	WHS51634.1	methionine synthase	metH	QLH64-14740	metH	QLH64_14740	FALSE	QLH64-14740	metH
chromosome	CDS	with_protein	WHS51635.1	DUF2970 domain-containing protein		QLH64-14745		QLH64_14745	FALSE	QLH64-14745	QLH64-14745
chromosome	CDS	without_protein		ABC transporter substrate-binding protein		QLH64-14750		QLH64_14750	FALSE	QLH64-14750	QLH64-14750
chromosome	CDS	with_protein	WHS51636.1	nitrite/sulfite reductase		QLH64-14755		QLH64_14755	FALSE	QLH64-14755	QLH64-14755
chromosome	CDS	with_protein	WHS51637.1	DUF934 domain-containing protein		QLH64-14760		QLH64_14760	FALSE	QLH64-14760	QLH64-14760
chromosome	CDS	with_protein	WHS51638.1	protease SohB	sohB	QLH64-14765	sohB	QLH64_14765	FALSE	QLH64-14765	sohB
chromosome	CDS	with_protein	WHS51639.1	histidine phosphatase family protein		QLH64-14770		QLH64_14770	FALSE	QLH64-14770	QLH64-14770
chromosome	CDS	with_protein	WHS51640.1	SCP2 sterol-binding domain-containing protein		QLH64-14775		QLH64_14775	FALSE	QLH64-14775	QLH64-14775
chromosome	CDS	with_protein	WHS51641.1	hydrogenase maturation protein		QLH64-14780		QLH64_14780	FALSE	QLH64-14780	QLH64-14780
chromosome	CDS	with_protein	WHS51642.1	LysR family transcriptional regulator		QLH64-14785		QLH64_14785	FALSE	QLH64-14785	QLH64-14785
chromosome	CDS	with_protein	WHS51643.1	YdcH family protein		QLH64-14790		QLH64_14790	FALSE	QLH64-14790	QLH64-14790
chromosome	CDS	with_protein	WHS51644.1	DUF4142 domain-containing protein		QLH64-14795		QLH64_14795	FALSE	QLH64-14795	QLH64-14795
chromosome	CDS	with_protein	WHS51645.1	hypothetical protein		QLH64-14800		QLH64_14800	FALSE	QLH64-14800	QLH64-14800
chromosome	CDS	with_protein	WHS51646.1	ATP-binding protein		QLH64-14805		QLH64_14805	FALSE	QLH64-14805	QLH64-14805
chromosome	CDS	with_protein	WHS51647.1	error-prone DNA polymerase		QLH64-14810		QLH64_14810	FALSE	QLH64-14810	QLH64-14810
chromosome	CDS	with_protein	WHS51648.1	DNA polymerase Y family protein		QLH64-14815		QLH64_14815	FALSE	QLH64-14815	QLH64-14815
chromosome	CDS	with_protein	WHS51649.1	translesion DNA synthesis-associated protein ImuA	imuA	QLH64-14820	imuA	QLH64_14820	FALSE	QLH64-14820	imuA
chromosome	CDS	with_protein	WHS51650.1	transcriptional repressor LexA	lexA_2	QLH64-14825	lexA	QLH64_14825	TRUE	QLH64-14825	lexA_2
chromosome	CDS	with_protein	WHS51651.1	AraC family transcriptional regulator		QLH64-14830		QLH64_14830	FALSE	QLH64-14830	QLH64-14830
chromosome	CDS	with_protein	WHS51652.1	transporter		QLH64-14835		QLH64_14835	FALSE	QLH64-14835	QLH64-14835
chromosome	CDS	with_protein	WHS57206.1	D-arabinono-1,4-lactone oxidase		QLH64-14840		QLH64_14840	FALSE	QLH64-14840	QLH64-14840
chromosome	CDS	with_protein	WHS51653.1	c-type cytochrome		QLH64-14845		QLH64_14845	FALSE	QLH64-14845	QLH64-14845
chromosome	CDS	with_protein	WHS51654.1	LysR family transcriptional regulator		QLH64-14850		QLH64_14850	FALSE	QLH64-14850	QLH64-14850
chromosome	CDS	with_protein	WHS51655.1	GMC family oxidoreductase N-terminal domain-containing protein		QLH64-14855		QLH64_14855	FALSE	QLH64-14855	QLH64-14855
chromosome	CDS	with_protein	WHS51656.1	MFS transporter		QLH64-14860		QLH64_14860	FALSE	QLH64-14860	QLH64-14860
chromosome	CDS	with_protein	WHS51657.1	TonB-dependent siderophore receptor		QLH64-14865		QLH64_14865	FALSE	QLH64-14865	QLH64-14865
chromosome	CDS	with_protein	WHS51658.1	FecR domain-containing protein		QLH64-14870		QLH64_14870	FALSE	QLH64-14870	QLH64-14870
chromosome	CDS	with_protein	WHS51659.1	sigma-70 family RNA polymerase sigma factor		QLH64-14875		QLH64_14875	FALSE	QLH64-14875	QLH64-14875
chromosome	CDS	with_protein	WHS51660.1	response regulator		QLH64-14880		QLH64_14880	FALSE	QLH64-14880	QLH64-14880
chromosome	CDS	with_protein	WHS51661.1	DNA topoisomerase III		QLH64-14885		QLH64_14885	FALSE	QLH64-14885	QLH64-14885
chromosome	CDS	with_protein	WHS51662.1	hypothetical protein		QLH64-14890		QLH64_14890	FALSE	QLH64-14890	QLH64-14890
chromosome	CDS	with_protein	WHS51663.1	glutaminase B	glsB	QLH64-14895	glsB	QLH64_14895	FALSE	QLH64-14895	glsB
chromosome	CDS	with_protein	WHS51664.1	hypothetical protein		QLH64-14900		QLH64_14900	FALSE	QLH64-14900	QLH64-14900
chromosome	CDS	with_protein	WHS51665.1	hypothetical protein		QLH64-14905		QLH64_14905	FALSE	QLH64-14905	QLH64-14905
chromosome	CDS	with_protein	WHS51666.1	YkvA family protein		QLH64-14910		QLH64_14910	FALSE	QLH64-14910	QLH64-14910
chromosome	CDS	with_protein	WHS51667.1	ZIP family metal transporter		QLH64-14915		QLH64_14915	FALSE	QLH64-14915	QLH64-14915
chromosome	CDS	with_protein	WHS51668.1	general stress protein		QLH64-14920		QLH64_14920	FALSE	QLH64-14920	QLH64-14920
chromosome	CDS	with_protein	WHS51669.1	hypothetical protein		QLH64-14925		QLH64_14925	FALSE	QLH64-14925	QLH64-14925
chromosome	CDS	with_protein	WHS51670.1	NAD-dependent protein deacetylase		QLH64-14930		QLH64_14930	FALSE	QLH64-14930	QLH64-14930
chromosome	CDS	with_protein	WHS51671.1	LysR substrate-binding domain-containing protein		QLH64-14935		QLH64_14935	FALSE	QLH64-14935	QLH64-14935
chromosome	CDS	with_protein	WHS51672.1	CoA transferase subunit A		QLH64-14940		QLH64_14940	FALSE	QLH64-14940	QLH64-14940
chromosome	CDS	with_protein	WHS51673.1	CoA transferase subunit B		QLH64-14945		QLH64_14945	FALSE	QLH64-14945	QLH64-14945
chromosome	CDS	with_protein	WHS51674.1	acetyl-CoA C-acetyltransferase		QLH64-14950		QLH64_14950	FALSE	QLH64-14950	QLH64-14950
chromosome	CDS	with_protein	WHS51675.1	FadR/GntR family transcriptional regulator		QLH64-14955		QLH64_14955	FALSE	QLH64-14955	QLH64-14955
chromosome	CDS	with_protein	WHS51676.1	hypothetical protein		QLH64-14960		QLH64_14960	FALSE	QLH64-14960	QLH64-14960
chromosome	CDS	with_protein	WHS51677.1	MFS transporter		QLH64-14965		QLH64_14965	FALSE	QLH64-14965	QLH64-14965
chromosome	CDS	with_protein	WHS51678.1	glucarate dehydratase	gudD	QLH64-14970	gudD	QLH64_14970	FALSE	QLH64-14970	gudD
chromosome	CDS	with_protein	WHS51679.1	1,4-alpha-glucan branching protein GlgB	glgB	QLH64-14975	glgB	QLH64_14975	FALSE	QLH64-14975	glgB
chromosome	CDS	with_protein	WHS51680.1	maltose alpha-D-glucosyltransferase	treS	QLH64-14980	treS	QLH64_14980	FALSE	QLH64-14980	treS
chromosome	CDS	with_protein	WHS51681.1	alpha-1,4-glucan--maltose-1-phosphate maltosyltransferase		QLH64-14985		QLH64_14985	FALSE	QLH64-14985	QLH64-14985
chromosome	CDS	with_protein	WHS51682.1	hypothetical protein		QLH64-14990		QLH64_14990	FALSE	QLH64-14990	QLH64-14990
chromosome	CDS	with_protein	WHS51683.1	MgtC/SapB family protein		QLH64-14995		QLH64_14995	FALSE	QLH64-14995	QLH64-14995
chromosome	CDS	with_protein	WHS51684.1	DUF3203 family protein		QLH64-15000		QLH64_15000	FALSE	QLH64-15000	QLH64-15000
chromosome	CDS	with_protein	WHS51685.1	cytochrome c oxidase accessory protein CcoG	ccoG_2	QLH64-15005	ccoG	QLH64_15005	TRUE	QLH64-15005	ccoG_2
chromosome	CDS	with_protein	WHS51686.1	GntR family transcriptional regulator MpaR	mapR	QLH64-15010	mapR	QLH64_15010	FALSE	QLH64-15010	mapR
chromosome	CDS	with_protein	WHS51687.1	SDR family oxidoreductase		QLH64-15015		QLH64_15015	FALSE	QLH64-15015	QLH64-15015
chromosome	CDS	with_protein	WHS51688.1	Dyp-type peroxidase		QLH64-15020		QLH64_15020	FALSE	QLH64-15020	QLH64-15020
chromosome	CDS	with_protein	WHS51689.1	beta-lactamase		QLH64-15025		QLH64_15025	FALSE	QLH64-15025	QLH64-15025
chromosome	CDS	with_protein	WHS51690.1	DUF4174 domain-containing protein		QLH64-15030		QLH64_15030	FALSE	QLH64-15030	QLH64-15030
chromosome	CDS	with_protein	WHS51691.1	sulfite exporter TauE/SafE family protein		QLH64-15035		QLH64_15035	FALSE	QLH64-15035	QLH64-15035
chromosome	CDS	with_protein	WHS51692.1	hypothetical protein		QLH64-15040		QLH64_15040	FALSE	QLH64-15040	QLH64-15040
chromosome	CDS	with_protein	WHS51693.1	aldose epimerase family protein		QLH64-15045		QLH64_15045	FALSE	QLH64-15045	QLH64-15045
chromosome	CDS	with_protein	WHS51694.1	aldo/keto reductase		QLH64-15050		QLH64_15050	FALSE	QLH64-15050	QLH64-15050
chromosome	CDS	with_protein	WHS51695.1	DNA polymerase II		QLH64-15055		QLH64_15055	FALSE	QLH64-15055	QLH64-15055
chromosome	CDS	with_protein	WHS51696.1	CBS domain-containing protein		QLH64-15060		QLH64_15060	FALSE	QLH64-15060	QLH64-15060
chromosome	CDS	without_protein		paraquat-inducible protein A		QLH64-15065		QLH64_15065	FALSE	QLH64-15065	QLH64-15065
chromosome	CDS	with_protein	WHS51697.1	paraquat-inducible protein A		QLH64-15070		QLH64_15070	FALSE	QLH64-15070	QLH64-15070
chromosome	CDS	with_protein	WHS51698.1	MlaD family protein		QLH64-15075		QLH64_15075	FALSE	QLH64-15075	QLH64-15075
chromosome	CDS	with_protein	WHS51699.1	PqiC family protein		QLH64-15080		QLH64_15080	FALSE	QLH64-15080	QLH64-15080
chromosome	CDS	with_protein	WHS51700.1	glutathione S-transferase family protein		QLH64-15085		QLH64_15085	FALSE	QLH64-15085	QLH64-15085
chromosome	CDS	with_protein	WHS51701.1	phage infection protein		QLH64-15090		QLH64_15090	FALSE	QLH64-15090	QLH64-15090
chromosome	CDS	with_protein	WHS51702.1	DUF1615 domain-containing protein		QLH64-15095		QLH64_15095	FALSE	QLH64-15095	QLH64-15095
chromosome	CDS	with_protein	WHS51703.1	porphobilinogen synthase	hemB_1	QLH64-15100	hemB	QLH64_15100	TRUE	QLH64-15100	hemB_1
chromosome	CDS	with_protein	WHS51704.1	glutathione binding-like protein		QLH64-15105		QLH64_15105	FALSE	QLH64-15105	QLH64-15105
chromosome	CDS	with_protein	WHS57207.1	histidine phosphatase family protein		QLH64-15110		QLH64_15110	FALSE	QLH64-15110	QLH64-15110
chromosome	CDS	with_protein	WHS51705.1	tRNA 2-selenouridine(34) synthase MnmH	mnmH	QLH64-15115	mnmH	QLH64_15115	FALSE	QLH64-15115	mnmH
chromosome	CDS	with_protein	WHS51706.1	selenide, water dikinase SelD	selD	QLH64-15120	selD	QLH64_15120	FALSE	QLH64-15120	selD
chromosome	CDS	with_protein	WHS51707.1	nucleoside-specific channel-forming protein Tsx		QLH64-15125		QLH64_15125	FALSE	QLH64-15125	QLH64-15125
chromosome	CDS	with_protein	WHS51708.1	purine nucleoside permease		QLH64-15130		QLH64_15130	FALSE	QLH64-15130	QLH64-15130
chromosome	CDS	with_protein	WHS51709.1	hypothetical protein		QLH64-15135		QLH64_15135	FALSE	QLH64-15135	QLH64-15135
chromosome	CDS	with_protein	WHS57208.1	NAD(P)-binding domain-containing protein		QLH64-15140		QLH64_15140	FALSE	QLH64-15140	QLH64-15140
chromosome	CDS	with_protein	WHS51710.1	LysR family transcriptional regulator		QLH64-15145		QLH64_15145	FALSE	QLH64-15145	QLH64-15145
chromosome	CDS	with_protein	WHS51711.1	hypothetical protein		QLH64-15150		QLH64_15150	FALSE	QLH64-15150	QLH64-15150
chromosome	CDS	with_protein	WHS51712.1	hypothetical protein		QLH64-15155		QLH64_15155	FALSE	QLH64-15155	QLH64-15155
chromosome	CDS	with_protein	WHS51713.1	alpha/beta fold hydrolase		QLH64-15160		QLH64_15160	FALSE	QLH64-15160	QLH64-15160
chromosome	CDS	with_protein	WHS51714.1	M14 family metallopeptidase		QLH64-15165		QLH64_15165	FALSE	QLH64-15165	QLH64-15165
chromosome	CDS	with_protein	WHS51715.1	ABC transporter substrate-binding protein		QLH64-15170		QLH64_15170	FALSE	QLH64-15170	QLH64-15170
chromosome	CDS	with_protein	WHS51716.1	rhodanese-like domain-containing protein		QLH64-15175		QLH64_15175	FALSE	QLH64-15175	QLH64-15175
chromosome	CDS	with_protein	WHS51717.1	transcriptional regulator FtrA	ftrA_1	QLH64-15180	ftrA	QLH64_15180	TRUE	QLH64-15180	ftrA_1
chromosome	CDS	with_protein	WHS51718.1	precorrin-6A synthase (deacetylating)	cobF	QLH64-15185	cobF	QLH64_15185	FALSE	QLH64-15185	cobF
chromosome	CDS	with_protein	WHS51719.1	histidine phosphatase family protein		QLH64-15190		QLH64_15190	FALSE	QLH64-15190	QLH64-15190
chromosome	CDS	with_protein	WHS51720.1	MurR/RpiR family transcriptional regulator		QLH64-15195		QLH64_15195	FALSE	QLH64-15195	QLH64-15195
chromosome	CDS	with_protein	WHS51721.1	isochorismatase family cysteine hydrolase		QLH64-15200		QLH64_15200	FALSE	QLH64-15200	QLH64-15200
chromosome	CDS	with_protein	WHS51722.1	glutamine synthetase family protein		QLH64-15205		QLH64_15205	FALSE	QLH64-15205	QLH64-15205
chromosome	CDS	with_protein	WHS51723.1	N-formylglutamate amidohydrolase		QLH64-15210		QLH64_15210	FALSE	QLH64-15210	QLH64-15210
chromosome	CDS	with_protein	WHS51724.1	APC family permease		QLH64-15215		QLH64_15215	FALSE	QLH64-15215	QLH64-15215
chromosome	CDS	with_protein	WHS51725.1	arginine N-succinyltransferase		QLH64-15220		QLH64_15220	FALSE	QLH64-15220	QLH64-15220
chromosome	CDS	with_protein	WHS51726.1	arginine N-succinyltransferase	astA_1	QLH64-15225	astA	QLH64_15225	TRUE	QLH64-15225	astA_1
chromosome	CDS	with_protein	WHS51727.1	hypothetical protein		QLH64-15230		QLH64_15230	FALSE	QLH64-15230	QLH64-15230
chromosome	CDS	with_protein	WHS51728.1	transposase		QLH64-15235		QLH64_15235	FALSE	QLH64-15235	QLH64-15235
chromosome	CDS	with_protein	WHS51729.1	hypothetical protein		QLH64-15240		QLH64_15240	FALSE	QLH64-15240	QLH64-15240
chromosome	CDS	with_protein	WHS51730.1	oxaloacetate decarboxylase		QLH64-15245		QLH64_15245	FALSE	QLH64-15245	QLH64-15245
chromosome	CDS	with_protein	WHS51731.1	acyl-CoA dehydrogenase		QLH64-15250		QLH64_15250	FALSE	QLH64-15250	QLH64-15250
chromosome	CDS	with_protein	WHS51732.1	LysR family transcriptional regulator		QLH64-15255		QLH64_15255	FALSE	QLH64-15255	QLH64-15255
chromosome	CDS	with_protein	WHS51733.1	MerR family DNA-binding transcriptional regulator		QLH64-15260		QLH64_15260	FALSE	QLH64-15260	QLH64-15260
chromosome	CDS	with_protein	WHS51734.1	hydroxymethylglutaryl-CoA lyase		QLH64-15265		QLH64_15265	FALSE	QLH64-15265	QLH64-15265
chromosome	CDS	with_protein	WHS51735.1	AMP-binding protein		QLH64-15270		QLH64_15270	FALSE	QLH64-15270	QLH64-15270
chromosome	CDS	with_protein	WHS51736.1	isovaleryl-CoA dehydrogenase		QLH64-15275		QLH64_15275	FALSE	QLH64-15275	QLH64-15275
chromosome	CDS	with_protein	WHS51737.1	carboxyl transferase domain-containing protein		QLH64-15280		QLH64_15280	FALSE	QLH64-15280	QLH64-15280
chromosome	CDS	with_protein	WHS51738.1	gamma-carboxygeranoyl-CoA hydratase		QLH64-15285		QLH64_15285	FALSE	QLH64-15285	QLH64-15285
chromosome	CDS	with_protein	WHS51739.1	acetyl/propionyl/methylcrotonyl-CoA carboxylase subunit alpha		QLH64-15290		QLH64_15290	FALSE	QLH64-15290	QLH64-15290
chromosome	CDS	with_protein	WHS51740.1	LexA family transcriptional regulator		QLH64-15295		QLH64_15295	FALSE	QLH64-15295	QLH64-15295
chromosome	CDS	with_protein	WHS51741.1	DUF3077 domain-containing protein		QLH64-15300		QLH64_15300	FALSE	QLH64-15300	QLH64-15300
chromosome	CDS	with_protein	WHS51742.1	M14-type cytosolic carboxypeptidase		QLH64-15305		QLH64_15305	FALSE	QLH64-15305	QLH64-15305
chromosome	CDS	with_protein	WHS51743.1	cytochrome b		QLH64-15310		QLH64_15310	FALSE	QLH64-15310	QLH64-15310
chromosome	CDS	with_protein	WHS51744.1	catalase family peroxidase		QLH64-15315		QLH64_15315	FALSE	QLH64-15315	QLH64-15315
chromosome	CDS	with_protein	WHS51745.1	sigma-70 family RNA polymerase sigma factor		QLH64-15320		QLH64_15320	FALSE	QLH64-15320	QLH64-15320
chromosome	CDS	with_protein	WHS51746.1	anti-sigma factor		QLH64-15325		QLH64_15325	FALSE	QLH64-15325	QLH64-15325
chromosome	CDS	with_protein	WHS51747.1	IclR family transcriptional regulator		QLH64-15330		QLH64_15330	FALSE	QLH64-15330	QLH64-15330
chromosome	CDS	with_protein	WHS51748.1	ABC transporter ATP-binding protein		QLH64-15335		QLH64_15335	FALSE	QLH64-15335	QLH64-15335
chromosome	CDS	with_protein	WHS51749.1	ABC transporter permease		QLH64-15340		QLH64_15340	FALSE	QLH64-15340	QLH64-15340
chromosome	CDS	with_protein	WHS51750.1	ABC transporter permease		QLH64-15345		QLH64_15345	FALSE	QLH64-15345	QLH64-15345
chromosome	CDS	with_protein	WHS51751.1	(2Fe-2S)-binding protein		QLH64-15350		QLH64_15350	FALSE	QLH64-15350	QLH64-15350
chromosome	CDS	with_protein	WHS51752.1	FAD/NAD(P)-binding oxidoreductase		QLH64-15355		QLH64_15355	FALSE	QLH64-15355	QLH64-15355
chromosome	CDS	with_protein	WHS51753.1	FAD-dependent oxidoreductase		QLH64-15360		QLH64_15360	FALSE	QLH64-15360	QLH64-15360
chromosome	CDS	with_protein	WHS51754.1	ABC transporter substrate-binding protein		QLH64-15365		QLH64_15365	FALSE	QLH64-15365	QLH64-15365
chromosome	CDS	with_protein	WHS51755.1	leucine-rich repeat-containing protein kinase family protein		QLH64-15370		QLH64_15370	FALSE	QLH64-15370	QLH64-15370
chromosome	CDS	with_protein	WHS51756.1	YebC/PmpR family DNA-binding transcriptional regulator		QLH64-15375		QLH64_15375	FALSE	QLH64-15375	QLH64-15375
chromosome	CDS	with_protein	WHS51757.1	type VI secretion system tip protein TssI/VgrG	tssI_4	QLH64-15380	tssI	QLH64_15380	TRUE	QLH64-15380	tssI_4
chromosome	CDS	with_protein	WHS51758.1	cytochrome b		QLH64-15385		QLH64_15385	FALSE	QLH64-15385	QLH64-15385
chromosome	CDS	with_protein	WHS51759.1	pyridoxal-phosphate dependent enzyme		QLH64-15390		QLH64_15390	FALSE	QLH64-15390	QLH64-15390
chromosome	CDS	with_protein	WHS51760.1	IS110 family transposase		QLH64-15395		QLH64_15395	FALSE	QLH64-15395	QLH64-15395
chromosome	CDS	with_protein	WHS51761.1	NADPH-dependent 2,4-dienoyl-CoA reductase		QLH64-15400		QLH64_15400	FALSE	QLH64-15400	QLH64-15400
chromosome	CDS	with_protein	WHS51762.1	DUF3422 domain-containing protein		QLH64-15405		QLH64_15405	FALSE	QLH64-15405	QLH64-15405
chromosome	CDS	with_protein	WHS51763.1	carbon-nitrogen hydrolase family protein		QLH64-15410		QLH64_15410	FALSE	QLH64-15410	QLH64-15410
chromosome	CDS	with_protein	WHS51764.1	AraC family transcriptional regulator		QLH64-15415		QLH64_15415	FALSE	QLH64-15415	QLH64-15415
chromosome	CDS	with_protein	WHS51765.1	DUF2242 domain-containing protein		QLH64-15420		QLH64_15420	FALSE	QLH64-15420	QLH64-15420
chromosome	CDS	with_protein	WHS51766.1	ABC transporter substrate-binding protein		QLH64-15425		QLH64_15425	FALSE	QLH64-15425	QLH64-15425
chromosome	CDS	with_protein	WHS51767.1	DUF2160 domain-containing protein		QLH64-15430		QLH64_15430	FALSE	QLH64-15430	QLH64-15430
chromosome	CDS	with_protein	WHS51768.1	carbohydrate ABC transporter permease		QLH64-15435		QLH64_15435	FALSE	QLH64-15435	QLH64-15435
chromosome	CDS	with_protein	WHS51769.1	sugar ABC transporter permease		QLH64-15440		QLH64_15440	FALSE	QLH64-15440	QLH64-15440
chromosome	CDS	with_protein	WHS51770.1	ABC transporter ATP-binding protein		QLH64-15445		QLH64_15445	FALSE	QLH64-15445	QLH64-15445
chromosome	CDS	with_protein	WHS51771.1	ABC transporter ATP-binding protein		QLH64-15450		QLH64_15450	FALSE	QLH64-15450	QLH64-15450
chromosome	CDS	with_protein	WHS51772.1	sigma-54-dependent Fis family transcriptional regulator		QLH64-15455		QLH64_15455	FALSE	QLH64-15455	QLH64-15455
chromosome	CDS	with_protein	WHS51773.1	anti-virulence regulator CigR family protein		QLH64-15460		QLH64_15460	FALSE	QLH64-15460	QLH64-15460
chromosome	CDS	with_protein	WHS51774.1	MFS transporter		QLH64-15465		QLH64_15465	FALSE	QLH64-15465	QLH64-15465
chromosome	CDS	with_protein	WHS51775.1	hypothetical protein		QLH64-15470		QLH64_15470	FALSE	QLH64-15470	QLH64-15470
chromosome	CDS	with_protein	WHS51776.1	AzlD domain-containing protein		QLH64-15475		QLH64_15475	FALSE	QLH64-15475	QLH64-15475
chromosome	CDS	with_protein	WHS51777.1	AzlC family ABC transporter permease		QLH64-15480		QLH64_15480	FALSE	QLH64-15480	QLH64-15480
chromosome	CDS	with_protein	WHS51778.1	TSUP family transporter		QLH64-15485		QLH64_15485	FALSE	QLH64-15485	QLH64-15485
chromosome	CDS	with_protein	WHS51779.1	LysR substrate-binding domain-containing protein		QLH64-15490		QLH64_15490	FALSE	QLH64-15490	QLH64-15490
chromosome	CDS	with_protein	WHS51780.1	DUF2628 domain-containing protein		QLH64-15495		QLH64_15495	FALSE	QLH64-15495	QLH64-15495
chromosome	CDS	with_protein	WHS51781.1	hypothetical protein		QLH64-15500		QLH64_15500	FALSE	QLH64-15500	QLH64-15500
chromosome	CDS	without_protein		phosphotransferase		QLH64-15505		QLH64_15505	FALSE	QLH64-15505	QLH64-15505
chromosome	CDS	with_protein	WHS51782.1	PDZ domain-containing protein		QLH64-15510		QLH64_15510	FALSE	QLH64-15510	QLH64-15510
chromosome	CDS	with_protein	WHS51783.1	PACE efflux transporter		QLH64-15515		QLH64_15515	FALSE	QLH64-15515	QLH64-15515
chromosome	CDS	with_protein	WHS51784.1	LysR substrate-binding domain-containing protein		QLH64-15520		QLH64_15520	FALSE	QLH64-15520	QLH64-15520
chromosome	CDS	with_protein	WHS51785.1	N-acetyltransferase		QLH64-15525		QLH64_15525	FALSE	QLH64-15525	QLH64-15525
chromosome	CDS	with_protein	WHS51786.1	hypothetical protein		QLH64-15530		QLH64_15530	FALSE	QLH64-15530	QLH64-15530
chromosome	CDS	with_protein	WHS51787.1	AraC family transcriptional regulator		QLH64-15535		QLH64_15535	FALSE	QLH64-15535	QLH64-15535
chromosome	CDS	with_protein	WHS51788.1	DUF6434 domain-containing protein		QLH64-15540		QLH64_15540	FALSE	QLH64-15540	QLH64-15540
chromosome	CDS	with_protein	WHS51789.1	hypothetical protein		QLH64-15545		QLH64_15545	FALSE	QLH64-15545	QLH64-15545
chromosome	CDS	with_protein	WHS51790.1	hypothetical protein		QLH64-15550		QLH64_15550	FALSE	QLH64-15550	QLH64-15550
chromosome	CDS	with_protein	WHS51791.1	polyphenol oxidase family protein		QLH64-15555		QLH64_15555	FALSE	QLH64-15555	QLH64-15555
chromosome	CDS	with_protein	WHS51792.1	GNAT family N-acetyltransferase		QLH64-15560		QLH64_15560	FALSE	QLH64-15560	QLH64-15560
chromosome	CDS	with_protein	WHS51793.1	AAA family ATPase		QLH64-15565		QLH64_15565	FALSE	QLH64-15565	QLH64-15565
chromosome	CDS	with_protein	WHS51794.1	IS481 family transposase		QLH64-15570		QLH64_15570	FALSE	QLH64-15570	QLH64-15570
